question,dataset_id,columns,query
What's the highest number of occupants recorded in an incident?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: could not convert string to float: 'Fatalities: 0 / Occupants: 7'
How many incidents occurred in January 2022?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Can only use .dt accessor with datetimelike values
How many incidents resulted in non-zero fatalities?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",ALSE
What was the cause of the incident that resulted in the most fatalities?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",ALSE
What is the location of the incident with the highest number of onboard occupants?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: invalid literal for int() with base 10: 'Fatalities: 0 / Occupants: 7'
List the top 5 locations where the most incidents have occurred. If there are two or more with the same number order them alphabetically,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",ALSE
What are the 5 highest numbers of onboard passengers in incidents?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
List the 3 highest numbers of onboard crew in incidents.,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
Identify the 4 highest numbers of total onboard occupants in incidents.,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
What are the 6 highest numbers of ground casualties in incidents?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
Any property with more than 10 bedrooms?,020_Real,"Id; category, Referencia; category, Precio; uint32, Tipo; category, Anunciante; category, Actualización; datetime64[us, UTC], Duración; uint16, Superficie; uint16, Superficie útil; uint16, Superficie solar; uint32, Habitaciones; uint8, Baños; uint8, Planta; int8, Antigüedad; uint8, Clasificación; uint8, Calle; category, Barrio; category, Distrito; category, Localidad; category, Código postal; float64, Latitud; float64, Longitud; float64, Nuevo; uint8, Reformado; uint8, Conservado; uint8, Exterior; uint8, Orientación sur; uint8, Soleado; uint8, Amueblado; uint8, Negociar muebles; uint8, Cocina equipada; uint8, Cocina independiente; uint8, Armarios empotrados; uint8, Garaje; uint8, Terraza; uint8, Ascensor; uint8, Aire acondicionado; uint8, Trastero; uint8, Puerta blindada; uint8, Piscina; uint8, Jardín; uint8, Comedor; uint8, Balcón; uint8, Lavadero; uint8, Chimenea; uint8, Portero automático; uint8, Sistema de seguridad; uint8, Calefacción central; uint8, Calefacción eléctrica; uint8, Gas natural; uint8, Gasoil; uint8, Aluminio; uint8, PVC; uint8, Climalit; uint8, Madera; uint8, Parquet; uint8, Gres; uint8, Tarima; uint8, Mármol; uint8",df['Habitaciones'].gt(10).any()
